,link,text,date,No_of_Likes,No_of_tweets
0,https://twitter.com/ankits9084/status/1718779483057221827#m,"If #banknifty sustain above current price level than ,it may be possible that it approach to 43500 level.what you think about this please comment. #Banknifty #Nifty #StockMarket #Reliance #stocktobuy","Oct 29, 2023 · 11:58 PM UTC",3,1
1,https://twitter.com/stoleclip/status/1718773390453133522#m,ストールクリップを使って、大判のストールをジレ風にアレンジ。 ストールを斜めに取ることで首周りにボリュームが出て暖かく、流れる裾のラインがキレイになります。 (ストールサイズ70×180cm) #reliance #リライアンス　#ストールクリップ　 https://instagram.com/reliance_stoleclip?igshid=NGVhN2U2NjQ0Yg%3D%3D&utm_source=qr,"Oct 29, 2023 · 11:34 PM UTC",0,0
2,https://twitter.com/adiamond788/status/1718748287065321916#m,"💡#Solar #Cells & #Sustainability: 11-#Storage #Integration: #combining #solar #cells with #energy #storage #systems,like #batteries #enables the #reliable #use of #solar #energy #even when #sun is #not #shining,#enhancing #grid #stability & #reducing #reliance on #non-renewables","Oct 29, 2023 · 9:54 PM UTC",0,0
3,https://twitter.com/StartMagNews/status/1718734533804314778#m,"Mukesh #Ambani, presidente del gruppo petrolchimico #Reliance, ha superato Gautam #Adani nella classifica delle persone più ricche d'India. Chi c'è nella lista dell'Economist https://ow.ly/oLQY50Q1SG0","Oct 29, 2023 · 9:00 PM UTC",4,0
4,https://twitter.com/PotfolioPensiev/status/1718727951154553057#m,"After the pull back on Friday, I think we might either consolidate or fall, since there is no trigger for up move. My list  -- #Infosys -- #Reliance alias Mota Bhai --  #Exide WATCH OUT! #StockMarketindia #MarketUpdate #bse #InvestInIndia #sharemarket #sharemarketindia #Nifty","Oct 29, 2023 · 8:34 PM UTC",0,0
5,https://twitter.com/TechStoryin/status/1718716709664928167#m,Reliance Industries 📈 https://ow.ly/LMEU50Q1VnH #reliance #relianceindustries,"Oct 29, 2023 · 7:49 PM UTC",0,0
6,https://twitter.com/AskMETalks/status/1718707248095261111#m,#JioFinancialServices #SBI #StateBankOfIndia #Jio #Reliance #RelianceJio #JioBlackRock #BlackRock #Rupay @reliancejio @RIL_Updates @TheOfficialSBI #creditcard @RuPay_npci @BlackRock @BlackRock_News @AladdinbyBLK,"Oct 29, 2023 · 7:11 PM UTC",2,0
7,https://twitter.com/DestinedMusk/status/1718692946256728465#m,Max Pain may serve as a important parameter for strategies.  #nifty #banknifty #TradingView #TradingSignals #OptionsTrading #Options #nifty50 #Reliance https://www.investopedia.com/terms/m/maxpain.asp,"Oct 29, 2023 · 6:15 PM UTC",1,1
8,https://twitter.com/deepanker70/status/1718683056687755611#m,JioSpaceFiber: India’s first satellite-based gigabit broadband service  https://techlomedia.in/2023/10/jiospacefiber-indias-first-satellite-based-gigabit-broadband-service-102897/ #JioSpaceFiber #Jio #Reliance #IndiaVsEngland,"Oct 29, 2023 · 5:35 PM UTC",0,0
9,https://twitter.com/Kamanju77/status/1718681164767170636#m,#Ongc can overtake #Reliance profit this qtr. Let's see.  Now there are many companies in line which can bring yearly profit higher than #Reliance,"Oct 29, 2023 · 5:28 PM UTC",1,0
