,link,text,date,No_of_Likes,No_of_tweets
0,https://twitter.com/SupreemJohn/status/1726016233995444396#m,Do all go by the name of #Reliance ?,"Nov 18, 2023 · 11:15 PM UTC",0,0
1,https://twitter.com/marilynandsarah/status/1726012418927493589#m,I seek You with all my heart; do not let me stray from Your commands. Psalm 119:10 #Reliance,"Nov 18, 2023 · 11:00 PM UTC",27,2
2,https://twitter.com/marilynandsarah/status/1725982239094165781#m,"But the lovingkindness of the Lord is from everlasting to everlasting on those who fear Him, and His righteousness to children’s children, to those who keep His covenant and remember His precepts to do them. Psalm 103:17-18 #Reliance","Nov 18, 2023 · 9:00 PM UTC",21,2
3,https://twitter.com/thetrendsight/status/1725930354689610115#m,"Reliance Jio aims to redefine computing with a Rs 15,000 cloud laptop, leveraging cloud-based processing for affordability and accessibility in India's digital landscape.  https://thetrendsight.com/2023/11/reliance-jios-cloud-laptop-redefining-computing-at-affordable-prices/ #tts #reliance #jio","Nov 18, 2023 · 5:33 PM UTC",2,0
4,https://twitter.com/bollywoodrides2/status/1725928323925283155#m,Mukesh Ambani and Nita Ambani at 1st Birthday Celebration of Daughter Isha Ambani's Twins  #mukeshambani #nitaambani #ishaambani #reliance #birthday #bollywood,"Nov 18, 2023 · 5:25 PM UTC",1,0
5,https://twitter.com/udaybommineni/status/1725922372929401292#m,#Mutualfunds have invested a significant amount in these 15 #Largecap stocks in Oct 2023  Is it time for #Largecaps to take the lead over #midcap and #smallcaps?    #ICICI #HDFCBank #Reliance #kotakmahindrabank #Techm #Hindalco #bajajauto #NTPC #LT #Powergrid #TCS #Titan #Dabur,"Nov 18, 2023 · 5:02 PM UTC",1,0
6,https://twitter.com/GauravGauravsvg/status/1725905298509140027#m,"#Reliance #Industries soars with massive 20,000 cr #profit in Q3.   #Relianceindustries #Stocks #Stockmarket #Finance #News #sensex #NSE #Bse","Nov 18, 2023 · 3:54 PM UTC",0,0
7,https://twitter.com/ChoiceHQ_Social/status/1725900665090867413#m,Don't miss out on the financial epic - follow us for more informative content 📈 . . . #Reliance #RelianceDigital #Reliancegroup #bondsales #5G #greenenergy #financialservices #Informative #informativereels #Choice #TheJoyOfEarning,"Nov 18, 2023 · 3:35 PM UTC",0,0
8,https://twitter.com/ChoiceHQ_Social/status/1725900661156716589#m,"🚀 #Reliance's game-changing move! 💸 Hosting the largest-ever Rupee #Bond Sale, raising a whopping Rs. 20,000 crores! 🌐💼 From 5G to #greenenergy, they're shaping the future.","Nov 18, 2023 · 3:35 PM UTC",2,1
9,https://twitter.com/htTweets/status/1725889862807814550#m,"#WATCH | #Reliance Industries chairperson #MukeshAmbani and his daughter #IshaAmbani at the first birthday celebrations of Aadiya And Krishna, Isha Ambani-Anand Piramal's twins.  (📹: ANI)","Nov 18, 2023 · 2:53 PM UTC",211,7
10,https://twitter.com/thecaravanindia/status/1725868964113268829#m,"#TheGuptaPapers | Sushen’s documents showed that, for over a decade, the Gupta companies had been receiving commissions from manufacturers for defence production done by #HAL. Now, they hoped to build a larger structure over #Reliance.  @nileenams ✍️ https://caravanmagazine.in/reportage/gupta-papers-rafale-deal-agusta-westland-sushen-gupta","Nov 18, 2023 · 1:30 PM UTC",4,0
11,https://twitter.com/CNNnews18/status/1725866586114806097#m,"Country vibes, twin delights! Isha Ambani transforms the celebration scene into a playful fair for Krishna and Aadiya's birthday extravaganza.  🎈🎉👫  #ishaambani #AnandPiramal #ambani #Reliance #NitaAmbani #MukeshAmbani #birthdaybash #twinbabies #Reliance #AmbaniParty","Nov 18, 2023 · 1:20 PM UTC",17,0
