,link,text,date,No_of_Likes,No_of_tweets
0,https://twitter.com/deepakgurunath/status/1689717112657661952#m,B. Lapel Pin    #OnlyVimal !  #OnlyVimalGiveaway #Reliance #RelianceIndustries #ContestAlert @OnlyVimal_India,"Aug 10, 2023 · 7:15 PM UTC",0,0
1,https://twitter.com/AkashB9927/status/1689716920441016320#m,#sbi beat #reliance in most profitable company in india Q1 FY24,"Aug 10, 2023 · 7:14 PM UTC",0,0
2,https://twitter.com/traderbyeffort/status/1689713808623943681#m,#RELIANCE  RELIANCE BREAKOUT FROM TRIANGLE & RETESTING BUY ABOVE 2560 SELL BELOW 2528,"Aug 10, 2023 · 7:02 PM UTC",0,0
3,https://twitter.com/wasir_phukan/status/1689712368362864642#m,Jio Financial shares credited to Demat accounts of RIL shareholders.  Mail received from #cdsl Will be showing in Demat tomorrow. A new chapter in #Reliance .  #Jio #jiofinancials,"Aug 10, 2023 · 6:56 PM UTC",0,0
4,https://twitter.com/Jaiswal_30/status/1689710909953032192#m,"The process of crediting shares of Jio Financial Services into demat accounts has commenced.  The listing date for JIO Financial Services is scheduled for August 28, 2023. #jio #Reliance #stock","Aug 10, 2023 · 6:50 PM UTC",16,0
5,https://twitter.com/gobeyondultra4u/status/1689710505655681024#m,My view  Reliance 2536 to 2600 in 2 to 4 days .  #reliance,"Aug 10, 2023 · 6:49 PM UTC",0,0
6,https://twitter.com/NambiarManu/status/1689704586678829056#m,Feel the difference @narendramodi @TheOfficialSBI #reliance https://www.business-standard.com/amp/companies/news/sbi-beats-reliance-industries-to-become-india-s-most-profitable-company-123080700804_1.html,"Aug 10, 2023 · 6:25 PM UTC",0,0
7,https://twitter.com/Bajajtraderss/status/1689698786044514305#m,TITAN STOCK  30 MIN CHART VIEW   (ADD YOUR WATCHLIST)  🤞11-08-2023  #Titans #swingtrade #BankNiftyOptions #rblbank #niftybank #IPOAlert #TataPower #banknifty #nifty #ONGC #jindalsteel #Reliance #ambuja #sebi #biocon #StocksInFocus #stocktowatch #tatachem #niftyOptions,"Aug 10, 2023 · 6:02 PM UTC",0,0
8,https://twitter.com/Manerhushi1/status/1689698350407561217#m,Today performance of our premium telegram channel: 1) #Nifty 17 aug expiry 19500 put from 60-105= 90% return 2) #sensex 65000 put from 18-35= 95% return 3) #Reliance 2500 put. @21 carried for tomorrow. For Daily stockmarket update and calls and For learning of option trading join our telegram channel: Interested person can WhatsApp me: 7219109114 #nifty50 #StockMarket #RBI #RBIPOLICY #Niftypharma #NIFTYPHARMA #nifty50 #NiftyBank #banknifty #stockmarkets #StockMarket #StockMarketindia #investing #StocksInFocus #stocks #StocksToBuy #fiidata #FII #GIFTNIFTY #optionbuying #NoConfidenceDebate,"Aug 10, 2023 · 6:00 PM UTC",3,3
9,https://twitter.com/raginisahu2007/status/1689696309798744064#m,"My new post#reliance :New trends in Reliance industries stock. Follow us on social media platform Blog post-(https://sizl.ink/NhJcV)Q&A form,Readit youtube-(https://sizl.ink/IyIfe)watch it,   #reliance #reliancejio #RelianceFoundation","Aug 10, 2023 · 5:52 PM UTC",0,0
