,link,text,date,No_of_Likes,No_of_tweets
0,https://twitter.com/marilynandsarah/status/1722388551709446343#m,"The Lord is slow to anger and abundant in lovingkindness, forgiving iniquity and transgression; but He will by no means clear the guilty, visiting the iniquity of the fathers on the children to the third and the fourth generations. Numbers 14:18 #Reliance","Nov 8, 2023 · 11:00 PM UTC",24,1
1,https://twitter.com/TV9Telugu/status/1722380827726876839#m,హైదరాబాద్‌లో రిలయన్స్ స్వదేశ్ స్టోర్ | Reliance Retail opens first standalone Swadesh store in Hyderabad -TV9  #Reliance #NitaAmbani #Swadesh #Hyderabad #TV9Telugu,"Nov 8, 2023 · 10:29 PM UTC",12,0
2,https://twitter.com/_duh_factor/status/1722371250885181877#m,"My father gifted #OnlyVimal suitings to me. I wore the Suit, Shirt & Trouser of #OnlyVimal suitings on my College Convocation Day. It made me confident and awesome!  @OnlyVimal_India #OnlyVimal #Reliance #RelianceIndustries","Nov 8, 2023 · 9:51 PM UTC",0,0
3,https://twitter.com/hnknews24/status/1722369066441355367#m,"Swadesh Store: Preserving India’s Heritage, Empowering Artisans https://hnknews.com/swadesh-store-preserving-indias-heritage-empowering-artisans/#sawdeshstore #Reliance","Nov 8, 2023 · 9:42 PM UTC",0,0
4,https://twitter.com/marilynandsarah/status/1722358375621513324#m,I and the Father are one. John 10:30 #Reliance,"Nov 8, 2023 · 9:00 PM UTC",36,12
5,https://twitter.com/TeamFootballFr/status/1722337799171461499#m,"🔵⚪️ #VenteOM - Partenaire clé du consortium saoudien, qui est Mukesh Ambani ?  https://www.teamfootball.fr/medias/vente-om/vente-om-partenaire-cle-du-consortium-saoudien-qui-est-mukesh-ambani/ #TeamOM | #Marseille | #McCourt | #arabiesaoudite | #CMACGM | #Reliance | #Ligue1","Nov 8, 2023 · 7:38 PM UTC",61,21
6,https://twitter.com/RNJ53/status/1722329889259552966#m,Worst service by reliance digital in Mangalore. We hv decided never to buy anything from Relaince digital. We bought TV and in warranty they took 15 days to give service. Now again TV spoiled its been 5 days stil not bothered to response. #reliance #tv #service #MukeshAmbani,"Nov 8, 2023 · 7:06 PM UTC",0,0
7,https://twitter.com/JindalAvikesh/status/1722324903209365725#m,Fall of Crude Oil is good for Indian Economy: Expected Coming sessions good momentum will continue in Midcap Small Cap again.⚡  #StockMarketindia #giftnifty #reliance #hdfcbank #sbin #fmcg #StocksToBuy,"Nov 8, 2023 · 6:47 PM UTC",2,1
8,https://twitter.com/PABAT_Academy/status/1722318822701756876#m,#Indigo might manifest #buying #pressure near 2554.20  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Nov 8, 2023 · 6:23 PM UTC",1,0
9,https://twitter.com/PABAT_Academy/status/1722318105941319742#m,#Infy might manifest #buying #pressure near 1376.50  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Nov 8, 2023 · 6:20 PM UTC",1,0
10,https://twitter.com/PABAT_Academy/status/1722317175992770971#m,#Anuras might manifest #buying #pressure near 891.50  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Nov 8, 2023 · 6:16 PM UTC",1,1
11,https://twitter.com/PABAT_Academy/status/1722316540283130109#m,#Muthootfin might manifest #buying #pressure near 1314.00 & 1300.75  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Nov 8, 2023 · 6:13 PM UTC",1,1
12,https://twitter.com/PABAT_Academy/status/1722315735454929251#m,#MGL might manifest #buying #pressure near 1040.00  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Nov 8, 2023 · 6:10 PM UTC",1,1
13,https://twitter.com/PABAT_Academy/status/1722315358286356913#m,#Bhartiartl might manifest #buying #pressure near 925.15  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Nov 8, 2023 · 6:09 PM UTC",1,0
14,https://twitter.com/PABAT_Academy/status/1722313960878444544#m,#Bharatforg hit a high of 1045.35 and was advised to be bought at 1038.70. 👍👍👍👍👍  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Nov 8, 2023 · 6:03 PM UTC",1,0
15,https://twitter.com/PABAT_Academy/status/1722312242627281344#m,#Bataindia hit a high of 1559.00 and was advised to be bought at 1542.10. 👍👍👍👍👍  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Nov 8, 2023 · 5:56 PM UTC",1,0
