,link,text,date,No_of_Likes,No_of_tweets
0,https://twitter.com/MycallsTrading/status/1738658564795945272#m,Best Suggestions of this week (15th Dec to 21st Dec) in FNO Segment (PART 7)  #NTPC 6.4 to 11.45 💥🎉 #VOLTAS 20.55 to 63 🔥🚀🚀 #RELIANCE 35 to 46.85 💥🎉 #HDFCAMC 85 to 198 🔥🚀🚀 #TATACONSUM 17.35 to 39.6 🔥🚀🚀  Follow us in Telegram@ t.me/MycallsTrading_FNO,"Dec 23, 2023 · 8:31 PM UTC",1,0
1,https://twitter.com/SpaceLover1729/status/1738645913906958746#m,"When Indian Companies create products , they create it for the country but when Western Companies create , they create for the international market in majority cases . Is it because the Indian startup ecosystem is too fragile right now.  #Reliance #Tcs #Infosys","Dec 23, 2023 · 7:41 PM UTC",1,0
2,https://twitter.com/PABAT_Academy/status/1738640362787483934#m,#Nifty might manifest #selling #pressure near 21496.30  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Dec 23, 2023 · 7:18 PM UTC",1,0
3,https://twitter.com/PABAT_Academy/status/1738639746593939824#m,#Anuras might manifest #buying #pressure near 992.50  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Dec 23, 2023 · 7:16 PM UTC",1,0
4,https://twitter.com/PABAT_Academy/status/1738639208766755184#m,#Armanfin might manifest #buying #pressure near 2539.55  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Dec 23, 2023 · 7:14 PM UTC",1,0
5,https://twitter.com/PABAT_Academy/status/1738638882491801671#m,#Bajfinance might manifest #buying #pressure near 7238.40  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Dec 23, 2023 · 7:13 PM UTC",1,0
6,https://twitter.com/PABAT_Academy/status/1738638538479157444#m,#Indusindbk might manifest #buying #pressure near 1550.90  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Dec 23, 2023 · 7:11 PM UTC",1,0
7,https://twitter.com/PABAT_Academy/status/1738638084210884701#m,#Thangamayl might manifest #buying #pressure near 1400.20  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Dec 23, 2023 · 7:09 PM UTC",1,0
8,https://twitter.com/MoumitaGoon/status/1738622993029648507#m,BREAKOUT CHART PATTERNS ✅  #stocks #StockMarket #stockmarkets #JENNIE #DunkiBoxOffice #FrancineDiaz #bbrightvc #sehidimizvar #Gaza #CloserThanThis #Reliance #hdfcbank,"Dec 23, 2023 · 6:09 PM UTC",10,1
9,https://twitter.com/MoumitaGoon/status/1738618111501443389#m,WHICH PSU OIL STOCK ARE YOU HOLDING??  #stocks #StockMarket #stockmarkets #JENNIE #DunkiBoxOffice #FrancineDiaz #bbrightvc #sehidimizvar #Gaza #CloserThanThis #Reliance #hdfcbank,"Dec 23, 2023 · 5:50 PM UTC",5,2
10,https://twitter.com/SarkarnamaNews/status/1738615150884896877#m,Rich Family : अंबानी कुटुंब कोणत्या स्थानावर... #RichFamilies #MukeshAmbani #Reliance https://sarkarnama.esakal.com/desh/world-top-5-rich-family-mukesh-ambani-family-8th-position-rm82,"Dec 23, 2023 · 5:38 PM UTC",2,0
11,https://twitter.com/pankaj546/status/1738614978675155354#m,I bought this cashews from Reliance Smart last week company Vittal Cashew Industries Boycott  #Reliance #Trending #India #vittalcashewindustries #boycott,"Dec 23, 2023 · 5:38 PM UTC",2,1
12,https://twitter.com/thebullishbreak/status/1738609961381535867#m,"Highest Allocation at present is in #Reliance 😇 NIFTY has rallied so much, the king yet to shine.","Dec 23, 2023 · 5:18 PM UTC",16,3
13,https://twitter.com/MoumitaGoon/status/1738607305766424716#m,List of 25 undervalued stocks 📈✅  CMP <200 PE<sector PE  #stocks #StockMarket #stockmarkets #JENNIE #DunkiBoxOffice #FrancineDiaz #bbrightvc #sehidimizvar #Gaza #CloserThanThis #Reliance #hdfcbank,"Dec 23, 2023 · 5:07 PM UTC",5,0
14,https://twitter.com/MoumitaGoon/status/1738605647871217956#m,BASIC RULE OF STOCK MARKET 💵💵  #stocks #StockMarket #stockmarkets #JENNIE #DunkiBoxOffice #FrancineDiaz #bbrightvc #sehidimizvar #Gaza #CloserThanThis #Reliance #hdfcbank,"Dec 23, 2023 · 5:01 PM UTC",7,1
15,https://twitter.com/MoumitaGoon/status/1738604813569622364#m,No amount of gain can compensate an inadequate/ small  portfolio . . . . So focus on investing more .  #stocks #StockMarket #stockmarkets #JENNIE #DunkiBoxOffice #FrancineDiaz #bbrightvc #sehidimizvar #Gaza #CloserThanThis #Reliance #hdfcbank,"Dec 23, 2023 · 4:57 PM UTC",11,1
