,link,text,date,No_of_Likes,No_of_tweets
0,https://twitter.com/marilynandsarah/status/1724925265795498025#m,Blessed are those who keep his statutes and seek him with all their heart—they do no wrong but follow His ways. Psalm 119:2-3 #Reliance,"Nov 15, 2023 · 11:00 PM UTC",33,0
1,https://twitter.com/marilynandsarah/status/1724895109588615360#m,Satan is powerless against a believer who has the favor of the Lord on their side. Don’t hesitate to call on the name of Jesus and stand on God’s Word to overcome circumstances. ~Marilyn Hickey #Reliance,"Nov 15, 2023 · 9:00 PM UTC",27,0
2,https://twitter.com/tanosiisupi_bot/status/1724853521084977554#m,"Turning into ""Yes"" from ""No"" gradually means becoming comfortable gradually.  「No」から「Yes」に変わるほど楽になる #reliance #ease #Providence","Nov 15, 2023 · 6:15 PM UTC",2,0
3,https://twitter.com/PABAT_Academy/status/1724850636909576546#m,#Acc might manifest #buying #pressure near 1822.20  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Nov 15, 2023 · 6:03 PM UTC",1,0
4,https://twitter.com/PABAT_Academy/status/1724850115159146585#m,#Voltas might manifest #buying #pressure near 819.15  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Nov 15, 2023 · 6:01 PM UTC",1,0
5,https://twitter.com/PABAT_Academy/status/1724848983842115801#m,#Aartidrugs might manifest #buying #pressure near 470.65  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Nov 15, 2023 · 5:56 PM UTC",1,0
6,https://twitter.com/PABAT_Academy/status/1724848344927990061#m,#Thermax might manifest #buying #pressure near 2833.00  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Nov 15, 2023 · 5:54 PM UTC",1,0
7,https://twitter.com/PABAT_Academy/status/1724847796942176543#m,#Indusindbk might manifest #buying #pressure near 1480.20  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Nov 15, 2023 · 5:52 PM UTC",1,0
8,https://twitter.com/PABAT_Academy/status/1724845948344697107#m,#Auropharma hit a high of 981.10 and was advised to be bought at 964.30. 👍👍👍👍👍  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Nov 15, 2023 · 5:44 PM UTC",1,0
9,https://twitter.com/sbn_co/status/1724844676543603089#m,Nifty - Technical Analysis - 16 Nov'23  #Nifty #ADANIENT #ASIANPAINT #BAJAJFINSV #BHARTIARTL #BPCL #BRITANNIA #HCLTECH #HDFCBANK #HEROMOTOCO #HINDUNILVR #INFY #ITC #LT #MARUTI #NESTLEIND #NTPC #ONGC #POWERGRID #RELIANCE #SUNPHARMA #TATACONSUM #TATAMOTORS #TATASTEEL #TCS #TECHM,"Nov 15, 2023 · 5:39 PM UTC",0,0
10,https://twitter.com/kapiltweets01/status/1724827061439824108#m,"15_11_2023 27/30 closed in Green ⬆️ today in #bse #sensex index  Sensex gained more than 700 pts in which #Reliance,#infosys and #HDFCBank contributed more than+100 pts each No matter what return #midcap and #smallcap give, it's the #largecaps which moves the #market #nse #BSE","Nov 15, 2023 · 4:29 PM UTC",1,0
11,https://twitter.com/pankajladha_/status/1724820579881210309#m,"Due to lot of gradual efforts, After Aug-21 RIL is above 10, 20, 50 and 200 DMA for the first time. the set up is good but we need to wait for more volume confirmation to check a confirmed breakout.  Till then keep reading charts😇  #reliance #BREAKOUTSTOCKS #StocksToBuy","Nov 15, 2023 · 4:04 PM UTC",18,0
12,https://twitter.com/MSP_Tweetz/status/1724818906190414196#m,"Jio ready to take 5G stack to top telcos globally: Mathew Oommen, President  #Jio #JPL #Reliance #RIL https://telecom.economictimes.indiatimes.com/news/industry/jio-ready-to-take-5g-stack-to-top-telcos-globally-mathew-oommen-president/105236821","Nov 15, 2023 · 3:57 PM UTC",2,0
13,https://twitter.com/akhilpattani/status/1724816331558764944#m,Reliance Industries. • A small H&S pattern on the daily chart.  #Reliance,"Nov 15, 2023 · 3:47 PM UTC",1,0
14,https://twitter.com/RajivRahma30514/status/1724814107768176752#m,I am going to do MNP My jio network into Airtel...such a worst network here in our town #jio...#mukeshambani..#reliance...See my real-time location on Maps: https://maps.app.goo.gl/rwbUBormY6Dj1oe3A,"Nov 15, 2023 · 3:38 PM UTC",0,0
15,https://twitter.com/yeskannur/status/1724799487221375131#m,Check out my #RELIANCE analysis on @TradingView: https://www.tradingview.com/chart/RELIANCE/jjY9RgcI-RIL-S-R-for-16-11-23/,"Nov 15, 2023 · 2:40 PM UTC",0,0
16,https://twitter.com/justInterview1/status/1724794438147526659#m,Reducing reliance on formal education and focusing on experience and skills is not a new idea. #formaleducation #reliance #skills #careernet #careernetnation #justinterview,"Nov 15, 2023 · 2:20 PM UTC",0,0
17,https://twitter.com/tanosiisupi_bot/status/1724793123937964135#m,I trust that something is waiting.  何かが待っている事を信頼。  I go ahead the road called me.  私という道を進む。 #reliance #destiny #Wisdom #Gift,"Nov 15, 2023 · 2:15 PM UTC",3,0
