,link,text,date,No_of_Likes,No_of_tweets
0,https://twitter.com/mounicagalladin/status/1714748941236048175#m,@RelianceDigital @reliancegroup  What an amazing way to load your electronics.   #reliance,"Oct 18, 2023 · 9:03 PM UTC",5,1
1,https://twitter.com/kshitiz_1994/status/1714723390647599305#m,"#GRASIM #PROFIT of 15,200  #Capital #used in the #trade 1.67 lac  Link to join our #telegram channel 👇 t.me/kgstockmarketcalls @kuttrapali26 #TataMotors #CIPLA #SUNPHARMA #DRREDDY #LTIM #RELIANCE #HDFCBANK #LTTS #SRF #IRCTC #SBICARDS #SIEMENS #ABB #NAUKRI #HAVELLS #Trading #Stockstobuy @PRSundar64","Oct 18, 2023 · 7:21 PM UTC",2,0
2,https://twitter.com/kshitiz_1994/status/1714721455018246380#m,"#UBL #PROFIT of 12,000  #Capital #used in the #trade 1.67 lac  Link to join our #telegram channel 👇 t.me/kgstockmarketcalls @kuttrapali26 #TataMotors #CIPLA #SUNPHARMA #DRREDDY #LTIM #RELIANCE #HDFCBANK #HUDCO #MMTC #SYNGENE #iti #BIOCON #SIEMENS #ABB #NAUKRI #HAVELLS #Trading #Stockstobuy @PRSundar64","Oct 18, 2023 · 7:13 PM UTC",3,0
3,https://twitter.com/PABAT_Academy/status/1714701356504875322#m,#SRF might manifest #buying #pressure near 2223.25  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 18, 2023 · 5:53 PM UTC",1,0
4,https://twitter.com/PABAT_Academy/status/1714701152527544764#m,#SRF might manifest #selling #pressure near 2265.40  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 18, 2023 · 5:53 PM UTC",1,0
5,https://twitter.com/PABAT_Academy/status/1714700541232902296#m,#Heromotoco might manifest #buying #pressure near 3109.30  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 18, 2023 · 5:50 PM UTC",1,0
6,https://twitter.com/PABAT_Academy/status/1714698980356223328#m,#Axisbank might manifest #buying #pressure near 983.25  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 18, 2023 · 5:44 PM UTC",1,0
7,https://twitter.com/PABAT_Academy/status/1714698602587844916#m,#Cosmofirst might manifest #buying #pressure near 670.10  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 18, 2023 · 5:42 PM UTC",1,0
8,https://twitter.com/PABAT_Academy/status/1714698059014373549#m,#Bharatforg might manifest #selling #pressure near 1114.70  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 18, 2023 · 5:40 PM UTC",1,0
9,https://twitter.com/PABAT_Academy/status/1714697688665780298#m,#Bharatforg might manifest #buying #pressure near 1089.05  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 18, 2023 · 5:39 PM UTC",1,0
10,https://twitter.com/PABAT_Academy/status/1714697210703528232#m,#MGL might manifest #buying #pressure near 1114.15  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 18, 2023 · 5:37 PM UTC",1,0
11,https://twitter.com/polymeranalysis/status/1714695889036734584#m,#Reliance declared X (#HDPE) and Y (#LLDPE) #discount scheme for the Month of Oct 2023. The amount of the Scheme will be announced by the month end.  #RIL #Relianceindustries #plastics #polymers #Commodities #india #pe #polyethylene #plasticindistry,"Oct 18, 2023 · 5:32 PM UTC",0,0
