,link,text,date,No_of_Likes,No_of_tweets
0,https://twitter.com/marilynandsarah/status/1723113321778360606#m,"And I will remember My covenant, which is between Me and you and every living creature of all flesh; and never again shall the water become a flood to destroy all flesh. Genesis 9:15 #Reliance","Nov 10, 2023 · 11:00 PM UTC",31,2
1,https://twitter.com/tanosiisupi_bot/status/1723101979633672200#m,"The person who merely knows ""My Life is worth trust"" becomes happy.  「人生は信頼に足る」と単に知ってる人は幸せになります。 #reliance #OnLine #InvisiblePower #ecstasy #NowIsAll","Nov 10, 2023 · 10:15 PM UTC",6,0
2,https://twitter.com/marilynandsarah/status/1723083161641316661#m,"God is faithful, through whom you were called into fellowship with His Son, Jesus Christ our Lord. 1 Corinthians 1:9 #Reliance","Nov 10, 2023 · 9:00 PM UTC",30,4
3,https://twitter.com/AmolTheAnalyst/status/1723067125269442949#m,#RELIANCE #NSE seems to be making a #HeadAndShoulder #reversal #chartpattern. with right shoulder getting shape.. if price reverse from here then can be good #Breakout move after crossover of neckline. additional confluence is neckline coincide with #AVWAP anchored at 52week low.  @Jake__Wujastyk @alphatrends #TechnicalAnalysis #ChartPatterns #ClassicCharts #BreakoutChart #StockMarketIndia,"Nov 10, 2023 · 7:56 PM UTC",4,0
4,https://twitter.com/PABAT_Academy/status/1723041102993805499#m,#Lupin hit a high of 198.65 and was advised to be bought at 1195.00. 👍👍👍👍👍  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Nov 10, 2023 · 6:13 PM UTC",1,0
5,https://twitter.com/PABAT_Academy/status/1723040192221560876#m,#Godrejcp hit a high of 988.45 and was advised to be bought at 978.45. 👍👍👍👍👍  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Nov 10, 2023 · 6:09 PM UTC",1,0
6,https://twitter.com/MOT_FNO/status/1723032199094530182#m,"10th Nov, Friday: FII FnO data 👇  Options: Bullish Futures: Bearish  #fii #dii #OptionsTrading #FOMC #GIFTNIFTY #BTST #DowJones #nasdaq #Reliance #Powell #japan #globalmarkets","Nov 10, 2023 · 5:37 PM UTC",2,0
7,https://twitter.com/IamPanditVarun/status/1723028365970440421#m,#Reliance will hit 3000 first,"Nov 10, 2023 · 5:22 PM UTC",1,0
8,https://twitter.com/MOT_FNO/status/1723028121710920019#m,🔴10th Nov (Friday) - FII DII Activity in Cash Market 👇  FII net sold ₹262cr    DII net bought ₹823cr      #nifty50 #GIFTNIFTY #BTST #NiftyBank #StockMarketindia #AdaniEnt #BankNiftyOptions #FIIs #DowJones #Reliance #Japan #FOMC #Powell #OptionsTrading,"Nov 10, 2023 · 5:21 PM UTC",0,0
9,https://twitter.com/AncientInvsting/status/1723017695010996685#m,"#Nifty 19,425.35 (+30.05)  #Sensex 64,904.68 (+72.48)  FII Sell : - 261.81 cr  DII Buy : + 822.64  cr  #StockMarketindia #CDSL #shares #stockmarkets #mamaearth #NiftyFifty #Reliance #stockstowatch #StockMarket #Zomato #earnings #TataPower #DIIs #FIIs #AncientInvesting","Nov 10, 2023 · 4:40 PM UTC",0,0
10,https://twitter.com/youaskabhi/status/1723014812178006091#m,#stock captured by #HACP 10 Nov  🎉🎉Celebrate diwali with 25% #DISCOUNT and make #MuhuratTrading profitable  #AUBank #PIInd #Escorts #JKCement #MCX #AuroPharma #Indigo #MuthootFin #McDowell #Nifty #BHEL #Reliance #VerifiedBySensibull #Trading #stockmarkets #banknifty #LinkInBio,"Nov 10, 2023 · 4:28 PM UTC",3,0
