,link,text,date,No_of_Likes,No_of_tweets
0,https://twitter.com/kamisama_kotoba/status/1696609916461391921#m,To give exciting work to the brain. It is a meaning to live. 脳にワクワクする仕事を与える。 それは生きる意味。 #exciting #reliance #divinity,"Aug 29, 2023 · 7:45 PM UTC",4,0
1,https://twitter.com/Ig_techhub/status/1696609315203977443#m,JioBharat Tariff plan #Reliance #RelianceAGM2023 #JioAirFiber #JioBharat,"Aug 29, 2023 · 7:42 PM UTC",0,0
2,https://twitter.com/SheshanJha007/status/1696606184139264046#m,Reliance Share Analysis Update || Reliance 4th final Downside Target Hit || #reliance #jio #stockmarket,"Aug 29, 2023 · 7:30 PM UTC",0,1
3,https://twitter.com/i2gain/status/1696592622641619255#m,"#Nifty and #BankNifty Quant data neutral, technical set up mildly positive. #Nifty50 #Niftybank #OptionsTrading #Stocks #StockMarket #SEBI #Reliance #HDFCBank","Aug 29, 2023 · 6:36 PM UTC",3,0
4,https://twitter.com/ShortCartels/status/1696588721150214457#m,JK CEMENTS LTD stock #zeel #ITC #NTPC #reliance #mrf #nifty #banknifty #ACC #tatamotors #Britannia #stocktowatch #adaniports #coalindia #stocktobuy #vedl #tatachem #ambuja,"Aug 29, 2023 · 6:20 PM UTC",0,0
5,https://twitter.com/dongodsmanna/status/1696585609840828492#m,#Reliance Target achieved! Do you see the wick ? Power of #Elliottwave. Its not about learning but how well one can apply and this comes with experience and that edge ! #Nifty,"Aug 29, 2023 · 6:08 PM UTC",0,0
6,https://twitter.com/Bajajtraderss/status/1696585278021050451#m,Kya lagta hai💚💚💚💚 #zeel #reliance #nifty #banknifty #stocktowatch #stocktobuy #vedl #tatachem #ambuja #ACC #tatamotors #Britannia #gnfc #adaniports #coalindia #hindalco #olectragreen #suntv #sbi #axisbank,"Aug 29, 2023 · 6:07 PM UTC",1,1
7,https://twitter.com/SSPTradingDesk/status/1696584536912441371#m,"Sam Altman, CEO of #OpenAI and a key man behind ChatGPT, said that Indians could try to create something like ChatGPT AI system but it would be futile. On Monday, speaking at the 46th #Reliance AGM event, the company Chairman - Mukesh Ambani - in a way accepted the challenge.","Aug 29, 2023 · 6:04 PM UTC",2,2
8,https://twitter.com/MashableIndia/status/1696583630896636150#m,Check Out The Benefits And Validity Of Best Roaming Plans From Reliance Jio #jio #jioroamingplan #roamingindia #reliance https://in.mashable.com/tech/59164/check-out-the-benefits-and-validity-of-best-roaming-plans-from-reliance-jio,"Aug 29, 2023 · 6:00 PM UTC",0,0
9,https://twitter.com/ChartX99/status/1696581703978860570#m,"#Reliance Trendline Broken, Price at Support Zone Price Action turning Bearish here! #stocktobuy #bearish #stockmarket #trending #Trending #Nifty","Aug 29, 2023 · 5:52 PM UTC",2,3
