,link,text,date,No_of_Likes,No_of_tweets
0,https://twitter.com/TradingSiksha/status/1677410705845153792#m,"Join us this Sunday 9th July 2023  Live Webinar Session- it will change the way you look at charts, price action, as we will share our understanding & research  Registration Link https://us06web.zoom.us/meeting/register/tZ0vce2vqT4sGdD0UapttbRxZK1gwztl-LFg #reliance #nifty #banknifty #hdfc #intraday #TradingSignals #trading","Jul 7, 2023 · 8:14 PM UTC",2,0
1,https://twitter.com/grfinvisors/status/1677409813473677312#m,All Reliance Retail Shares held by shareholders  (except promoter and holding company) will stand #cancelled and #extinguished !🫨🫢  Do you agree with this decision?  #decision #shareholders #Reliance #Relianceretail #KnowTheDifference,"Jul 7, 2023 · 8:10 PM UTC",1,0
2,https://twitter.com/ravichoudhary38/status/1677398255070777344#m,"Looking at the test, it looks like: how much is the speed, but the net does not work at all. #Jio @reliancejio #jiocare @JioCare #Reliance","Jul 7, 2023 · 7:24 PM UTC",0,0
3,https://twitter.com/Mudasir_A_Tass/status/1677390254922416128#m,#Jio5G #Internet #InternetIsLife #ambani #Reliance #5g #5GReady #InternetShutDown #network,"Jul 7, 2023 · 6:52 PM UTC",0,0
4,https://twitter.com/equity2comodity/status/1677387504985448448#m,👉 Oil and Gas  Sector 👈   Lower gas prices to boost profits  ☑️Strong spot LNG price & APM gas price hike to hurt operating profit sequentially ☑️CNG margin to see sharp QoQ improvement on lower input cost   #StockMarket #investing #trading #stocks #oil #Gas #Reliance #GAIL,"Jul 7, 2023 · 6:42 PM UTC",2,1
5,https://twitter.com/drkunalashah/status/1677387405807206402#m,Typical of #Reliance to be unreliable. Thanks @_MukeshAmbani for staying true to your legacy. Poor corporate governance,"Jul 7, 2023 · 6:41 PM UTC",0,1
6,https://twitter.com/choudhry_dn/status/1677380993924349952#m,"Learn Risk Management, Hedging & How to Understand Market Directions. Training also available during live Market hours.💯  Contact:🔻 7300824624 ☎️  #StockMarket #Nifty #NiftyBank #Sensex #Reliance #HDFCBank #StockMarketIndia 🇮🇳  Telegram Channel:🔻 https://t.me/option_trade9","Jul 7, 2023 · 6:16 PM UTC",2,0
7,https://twitter.com/MycallsTrading/status/1677380898118053888#m,"Status of earlier given calls 👇 (Part - 6)  #RELIANCE JUL 2620CE, 58.5 to 78.3 💥🎉 (Jul 3rd Call) , 4.9K Profit 💥🎉  #GMRINFRA JUL 44CE, 1.55 to 2.25 🎉💥, (Jun 30th Call), 15.7K Profit 🎉💥🔥🔥  Follow us in Telegram @ t.me/MycallsTrading_FNO","Jul 7, 2023 · 6:15 PM UTC",0,0
8,https://twitter.com/DJoptionbuyer/status/1677379486369849344#m,"Reliance Retails unlisted shares were trading @ 3200 and now the company is paying only 1,350.  Whoever buy in the hope of retail and Jio IPO , forget that they are dealing with Ambani.  Don't forget RPL and RNRL story #RelianceRetail #RelianceJio #Reliance","Jul 7, 2023 · 6:10 PM UTC",4,2
9,https://twitter.com/tejas485585/status/1677379192571441153#m,"#Reliance Reliance industries:- HOLDING COMPANY of RELIANCE RETAIL.  As of March 31, 2023, the non-promoter holding in Reliance Retail is less than 1%. This means that the vast majority of the company's shares are held by the promoter, which is Reliance Retail Ventures Limited.🧵","Jul 7, 2023 · 6:08 PM UTC",0,1
