,link,text,date,No_of_Likes,No_of_tweets
0,https://twitter.com/dinamalarweb/status/1709692906234126827#m,புதிய வகை பேட்டரியை அறிமுகம் செய்தது ரிலையன்ஸ் #Reliance #newtype #battery https://www.dinamalar.com/news_detail.asp?id=3448648,"Oct 4, 2023 · 10:12 PM UTC",5,0
1,https://twitter.com/Abbie_makwana/status/1709691198238261496#m,"Today 5 October, BHADRA is there to impact market. #FinancialAstrology #Nifty #NiftyBank #niftyOptions #NIFTYFUTURE #trading #StockMarket #StockMarketindia #StockToWatch #Reliance #HDFCBank #INTRADAY #StocksToBuy","Oct 4, 2023 · 10:05 PM UTC",0,0
2,https://twitter.com/PrashantSteele/status/1709653962063065443#m,"For new investors to enter into market , the below said stocks are very attractive to begin with investing. ✌🏻 #Reliance  ✌🏻 #HDFCBank  ✌🏻 #KotakBank  📌Remember 🔥Do your own Study and take informed decisions. #stocks #StockMarket #StocksInFocus #BREAKOUTSTOCKS @AnilSinghvi_","Oct 4, 2023 · 7:37 PM UTC",0,0
3,https://twitter.com/KunalSharma5036/status/1709642895429660792#m,Extreme Fear has come in the market  Good quality #stocks will be available at cheap prices  I will keep updating u  #StockMarketindia #stockmarketcrash #StockMarketindia #BREAKOUTSTOCKS #NiftyBank #nifty50 #HDFCBank #Reliance #StocksToBuy #stockstowatch #StocksInFocus #investing,"Oct 4, 2023 · 6:53 PM UTC",0,0
4,https://twitter.com/SamKuma74467650/status/1709640074705723415#m,"जिओ वाले भी data कट करने लगे ,सिर्फ 6 मिनट के अंतर में 90 प्रतिशत डेटा खत्म इतनी जल्दी कोन डेटा use करता है 🤣🤣 #Reliance #PMModi @aajtak @ABPNews @reliancejio @JioCare @INCIndia @Mayawati @AnandAkash_BSP @myogiadityanath @rashtrapatibhvn @reliancejio","Oct 4, 2023 · 6:42 PM UTC",0,1
5,https://twitter.com/Goldkk4/status/1709634341448437966#m,"If today you have suffered a loss in #BankNifty because of me, then no problem, I will cover all your losses in the #expiry of #Nifty joind  https://chat.whatsapp.com/JJJRwDS10ruG5bW67UDzAv #nifty #stock #optionsbuying #Finnifty #StockMarket #gann #HDFCBank #Reliance #INFY #TataMotors #wipro #psubanks","Oct 4, 2023 · 6:19 PM UTC",0,0
6,https://twitter.com/Goldkk4/status/1709633855685050850#m,"today you have suffered a loss in #BankNifty because of me, then no problem, I will cover all your losses in the #expiry of #Nifty joind now  https://chat.whatsapp.com/JJJRwDS10ruG5bW67UDzAv #bank #HDFCBank #ICICIBank #axisbank #Reliance #RelianceJio #TataMotors #infy #TCS #wipro #vedanta #itc #Adani","Oct 4, 2023 · 6:17 PM UTC",0,0
7,https://twitter.com/thehindubiz/status/1709633281296060663#m,"#Reliance Brands Ltd. (RBL) has signed a definitive agreement to acquire majority ownership of Superdry IP for the Indian territory from U.K.-based Superdry Plc, which is known for its collections of clothing, accessories, and footwear. https://trib.al/jwKvkAr","Oct 4, 2023 · 6:15 PM UTC",1,0
8,https://twitter.com/stoxtrainer/status/1709628021437829126#m,#Nifty 4/10/2023 Respected Levels✅ #StockMarketindia #Reliance,"Oct 4, 2023 · 5:54 PM UTC",2,0
9,https://twitter.com/stoxtrainer/status/1709625236088623303#m,#RAMCOCEM have given return more than 16.20% from our entry level 826🔔 (Trade given on May 19) #Nifty50 #banknifty #NiftyFuture #StocksToBuy #Adani #Fintech #reliance #HdfcBank #StockMarketindia #StocksInFocus #stockstowatch #investors #OptionsTrading #crude #CBDC #NASDAQ,"Oct 4, 2023 · 5:43 PM UTC",2,0
10,https://twitter.com/NehaNurle/status/1709623891134759169#m,"One of the #BEST Scholarship Scheme of all times @ril_foundation  Students, if u r eligible do apply for this to get the benefit of upto 2 Lakhs.  Apply ASAP.  If u hv any query or want to arrange seminar in ur city DM us.  Do follow for more such updates.  #Reliance #Scholarship","Oct 4, 2023 · 5:37 PM UTC",25,0
11,https://twitter.com/GadgetsHindi/status/1709623445686718832#m,"Reliance की EV इंडस्ट्री में जाने की तैयारी, पेश की मल्टीपर्पज बैट्रीज #ElectricVehicles #Reliance #Battery #Tesla https://hindi.gadgets360.com/electric-vehicle/reliance-preparing-to-enter-ev-industry-showcases-multipurpose-swappable-batteries-news-4450772","Oct 4, 2023 · 5:36 PM UTC",2,0
12,https://twitter.com/SHEIKHALIM7868/status/1709622173391077761#m,"Fuck this  @reliancejio network . Dear @RelianceDigital  you are looting common man ,  recharge 4g 5g ka karwate ho or Internet speed 2g ki dete ho kaise kr lete ho ye . 10baar #reliance customer support ko call krne k baad bhi aapka network nahi aata . I need my money back","Oct 4, 2023 · 5:31 PM UTC",1,0
13,https://twitter.com/GoodreturnsTe/status/1709621909049241607#m,అంబానీ నేతృత్వంలో నడుస్తున్న రిలయన్స్ రిటైల్ తన ఫ్యాషన్ వ్యాపారంపై..! #Ambani #Reliance #RelianceRetail #MukeshAmbani #Superdry #IshaAmbani #StockMarketindia #Goodreturnstelugu More Details: https://telugu.goodreturns.in/news/ambanis-reliance-retail-ventured-with-uks-struggling-fashion-retailer-superdry-027373.html,"Oct 4, 2023 · 5:30 PM UTC",0,0
14,https://twitter.com/2yodoindia/status/1709621697811206581#m,"Reliance Showcases Multipurpose, Swappable Batteries for Electric Vehicles  for more news visit 2yodoindia.com #2YoDoINDIA #Reliance #RelianceIndustries #EVBatteries #EV #ElectricVehicles","Oct 4, 2023 · 5:29 PM UTC",0,0
15,https://twitter.com/VikasSo75032776/status/1709620895277584551#m,"#Superdry signs IP JV agreement with #Reliance Brands Holding UK for Superdry’s brand & related trademarks in India, Sri Lanka, & Bangladesh  Reliance Brands Holding UK will hold 76% & Superdry 24% in the JV vehicle","Oct 4, 2023 · 5:25 PM UTC",2,0
16,https://twitter.com/dellyranksindia/status/1709620647721062769#m,Reliance Brands Acquires Majority Ownership of Superdry IP for Indian Territory - #Reliance https://dellyranks.com/reliance-brands-acquires-majority-ownership-of-superdry-ip-for-indian-territory/?feed_id=353326&_unique_id=651d9feaeb50b https://tinyurl.com/yk8cyfjg,"Oct 4, 2023 · 5:25 PM UTC",0,0
17,https://twitter.com/kedianomics/status/1709619987579859090#m,जो जी में आये ले लेना! सब चलेगा! Even #HDFCBank and #Reliance भी!   #Nifty #BankNifty #StocksToBuy #midcaps #smallcaps सब चलेगा!   Goodnight to all including the Trolls!,"Oct 4, 2023 · 5:22 PM UTC",163,10
18,https://twitter.com/stoxtrainer/status/1709618087149105506#m,#BBOX is in pullback; Entry above 243 with expected profits 30%; Strict SL 171(Risky) #Nifty50 #banknifty #NiftyFuture #StocksToBuy #SEBI #Fintech #reliance #ShareMarket #DMart #StockMarketindia #StocksInFocus #stockstowatch #investors #OptionsTrading #USDJPY #CBDC #NASDAQ,"Oct 4, 2023 · 5:14 PM UTC",1,0
19,https://twitter.com/prajavani/status/1709616103314649168#m,ರಿಲಯನ್ಸ್‌ನಿಂದ ಬಹು ಉಪಯೋಗಿ ಬ್ಯಾಟರಿ  #reliance https://www.prajavani.net/business/commerce-news/indias-reliance-unveils-swappable-multipurpose-batteries-for-evs-2507653,"Oct 4, 2023 · 5:06 PM UTC",0,0
20,https://twitter.com/KunalSharma5036/status/1709614018653274273#m,Next Multibagger #Stock   Strong Fundamental High Growth  This #stocks Must have for long term Investment   #StockMarket #stockmarketcrash #StockMarketindia #BREAKOUTSTOCKS #NiftyBank #Nifty #HDFCBank #Reliance #StocksToBuy #stockstowatch #StocksInFocus #investing #investments,"Oct 4, 2023 · 4:58 PM UTC",0,0
21,https://twitter.com/TogetherInvest1/status/1709613868748558696#m,Check out my #RELIANCE analysis on @TradingView: https://www.tradingview.com/chart/RELIANCE/HEWKlfYF-Buy-signal-in-Reliance/,"Oct 4, 2023 · 4:58 PM UTC",1,0
22,https://twitter.com/Goldkk4/status/1709611130874741194#m,"today you have suffered a loss in #BankNifty because of me, then no problem, I will cover all your losses in the #expiry of #Nifty joind now  https://chat.whatsapp.com/JJJRwDS10ruG5bW67UDzAv #bank #HDFCBank #ICICIBank #axisbank #Reliance #RelianceJio #TataMotors #infy #TCS #wipro #vedanta #itc #Adani","Oct 4, 2023 · 4:47 PM UTC",0,0
23,https://twitter.com/stocks_in/status/1709610923806032160#m,#Reliance Brands to acquire majority of Superdry's IP assets in India [Automated tweet] https://www.business-standard.com/companies/news/reliance-brands-buys-majority-ownership-of-superdry-ip-for-indian-territory-123100400965_1.html,"Oct 4, 2023 · 4:46 PM UTC",0,0
24,https://twitter.com/Goldkk4/status/1709610507441782835#m,"If today you have suffered a loss in #BankNifty because of me, then no problem, I will cover all your losses in the #expiry of #Nifty joind  https://chat.whatsapp.com/JJJRwDS10ruG5bW67UDzAv #nifty #stock #optionsbuying #Finnifty #StockMarket #gann #HDFCBank #Reliance #INFY #TataMotors #wipro #psubanks","Oct 4, 2023 · 4:44 PM UTC",0,0
25,https://twitter.com/BiIndia/status/1709610064359669869#m,Reliance Brands forges partnership with ‘urban cool’ fashion brand Superdry  @Superdry #Reliance https://www.businessinsider.in/business/corporates/news/reliance-brands-forges-partnership-with-urban-cool-fashion-brand-superdry/articleshow/104163459.cms,"Oct 4, 2023 · 4:42 PM UTC",5,0
26,https://twitter.com/AncientInvsting/status/1709609484216410180#m,"#Nifty 19,436.10 (-92.65)  #Sensex 65,226.04 (-286.06)  FII Sell : - 4,424.02 cr  DII Buy : + 1,769.49  cr  #StocksToBuy #Vedanta #StocksInFocus #HDFCBank #Reliance #TataSteel #TataMotors #sharemarketindia #FIIs #DIIs #AncientInvesting","Oct 4, 2023 · 4:40 PM UTC",0,0
27,https://twitter.com/Chandrashekar5M/status/1709607823473365475#m,Today Snapshot    t.me/macsinvestment #giftnifty #sgxnifty #fiis #fiidata #banknifty #nifty #sensex #priceaction #reliance #niftybank #stockmarkets #midcpnifty #finnifty,"Oct 4, 2023 · 4:34 PM UTC",1,0
28,https://twitter.com/anixinvestor/status/1709607197322412117#m,RELIANCE  👉50 SMA ACTING AS WEEKLY SUPPORT : 2293 👉EXPECT TO REACH RESISTANCE LEVEL 2594 👉IN THIS WEEK IF CLOSES BELOW 2293  👉THEN WEEKLY SUPPORT NEAR 1975  #StockMarket #RELIANCE,"Oct 4, 2023 · 4:31 PM UTC",2,1
29,https://twitter.com/AncientStock/status/1709605905577501069#m,Fast Track to Stocks: Nifty & BankNifty Insights in 60 Seconds - 05.10.2023   #NIFTY #BANKNIFTY #ADANIENT #LUPIN #RELIANCE #SBIN #TECHM #TVSMOTOR #UPL https://youtu.be/tZeWhk_U7z8  Just Connect With Us  https://ancientstock.carrd.co/ 👈🏻,"Oct 4, 2023 · 4:26 PM UTC",0,0
30,https://twitter.com/PABAT_Academy/status/1709601834925801645#m,#Amber might manifest #selling #pressure near 2925.00 & 2978.20  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 4, 2023 · 4:10 PM UTC",1,0
31,https://twitter.com/PABAT_Academy/status/1709601345819566229#m,#Amber might manifest #buying #pressure near 2850.70  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 4, 2023 · 4:08 PM UTC",1,0
32,https://twitter.com/PABAT_Academy/status/1709600019484119165#m,#Srf might manifest #selling #pressure near 2312.05  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 4, 2023 · 4:03 PM UTC",1,0
33,https://twitter.com/PABAT_Academy/status/1709599741892509698#m,#Srf might manifest #buying #pressure near 2189.50  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 4, 2023 · 4:01 PM UTC",1,0
34,https://twitter.com/GlobalTraderTv/status/1709599263314022602#m,🔒 Investments are subject to market risks. Get informed and understand key takeaways like the core principles of investing and diversification before diving in. @dweepesh1  Link: https://youtu.be/UAseoimAAOw #Reliance #StocksInFocus #sharemarketindia #StockMarketindia,"Oct 4, 2023 · 4:00 PM UTC",1,0
35,https://twitter.com/PABAT_Academy/status/1709599084154396801#m,#Divislab might manifest #buying #pressure near 3638.70  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 4, 2023 · 3:59 PM UTC",1,0
36,https://twitter.com/PABAT_Academy/status/1709598613708697619#m,#Jkcement might manifest #buying #pressure near 3100.20  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 4, 2023 · 3:57 PM UTC",2,0
37,https://twitter.com/whatPDthinks/status/1709598310481469468#m,"#VASCONEQ TARGET level on my channel. For daily updates, click on the link below👇  https://t.me/MomentumSaga #StockMarket #stockmarkets #StockMarketindia #StocksToBuy #BREAKOUTSTOCKS #Nifty #NiftyRealty #NiftyBank #DLF #HDFCBank #Reliance #RVNL #Suzlon","Oct 4, 2023 · 3:56 PM UTC",1,0
38,https://twitter.com/Think_Bullish/status/1709597867479077329#m,Watch #Reliance in the coming days! Move: 2298---> 2403/2416+,"Oct 4, 2023 · 3:54 PM UTC",4,3
39,https://twitter.com/xartup/status/1709596557891269011#m,"Dunzo's Dilemma, Startup Seeks $35 Million Lifeline with Drastic Valuation Cut  #startup #business #startupindia #delivery #Reliance #dunzo #investment #news https://www.xartup.com/newsblog/dunzo's-dilemma%2C-startup-seeks-%2435-million-lifeline-with-drastic-valuation-cut","Oct 4, 2023 · 3:49 PM UTC",1,0
40,https://twitter.com/PABAT_Academy/status/1709596386445099418#m,#Cipla might manifest #selling #pressure near 1179.35  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 4, 2023 · 3:48 PM UTC",1,0
41,https://twitter.com/MickeyChhatwal/status/1709596240512459057#m,Is @JioSaavn hacked or something. Glitching all day screwing with my iPhone. Downloaded songs either not playing or not available. @reliancejio #Reliance #india #frustratedcustomer,"Oct 4, 2023 · 3:48 PM UTC",0,1
