,link,text,date,No_of_Likes,No_of_tweets
0,https://twitter.com/TradingSiksha/status/1682538351629328385#m,How to refrain yourself from making a fixed view for the market  - https://t.me/tradingsiksha/815  Ril GDR fell 6% on London Stock Exchange   #RelianceJio #RelianceIndustries #RILResults #Reliance #RelianceGDR,"Jul 21, 2023 · 11:49 PM UTC",1,0
1,https://twitter.com/DeltaXTrading/status/1682495274562854914#m,Top #Stocks Gainers (Last 24 Hours)  $DWAC +50.30% $QNRX +39.63% $XXII +31.08% $GFAI +30.43% $BBIG +25.19%   #TRADINGTIPS #Reliance #Q1FY24 $NVDA #CryptoNews #stocks #stockmarketnews #investing,"Jul 21, 2023 · 8:58 PM UTC",6,0
2,https://twitter.com/cleverfinancer/status/1682474411029569537#m,"#Reliance Industries Ltd (RIL) reported an 11% decline in its June quarter net profit to Rs 16,011 crore, largely due to weak oil prices, higher interest and depreciation costs, and slow demand for petrochemicals. Revenue for the quarter also declined 2.5% to Rs 2.11 lakh crore.","Jul 21, 2023 · 7:35 PM UTC",3,0
3,https://twitter.com/tejasbansal2002/status/1682472555373027331#m,"#Reliance Results analysis Across Retail, Digital Services, O2C, Oil & Gas  Retail - Good Performance  Revenue up 19.5% Yoy, Ebitda up 33.8% YoY  Digital Services - Decent  Revenue up 12.5% YoY, Ebitda up 17.2% YoY  O2C - Sluggish  Revenue down 18% YoY, Ebitda down 23% YoY  Oil & Gas - Stellar  Revenue up 28% YoY, Ebitda up 47% YoY  Retail  Total store count at 18446, added 555 stores in the current Q  Record FootFalls at 249 Mn  Digial Services  ARPU at 180.5  Subscriber base at 448.5 Mn net add of 9.2 Mn subs  Oil & Gas  Steady Output from KG D6 and improved prices realization  O2C  Weak due to sharp decline in crude oil prices  Net debt at 126,621 Cr  O2C was weak for #RelianceIndustries , rest other business segments reported good growth","Jul 21, 2023 · 7:28 PM UTC",2,0
4,https://twitter.com/iSPX10/status/1682472506891055105#m,Planning to buy #Reliance.,"Jul 21, 2023 · 7:27 PM UTC",0,0
5,https://twitter.com/thebuckstopper1/status/1682471563453497346#m,"#Reliance #Jio Q1 net profit rises 12% YoY to Rs 4,863 crore Read story https://www.thebuckstopper.com/2023/07/21/reliance-jio-q1-net-profit-rises-12-yoy-to-rs-4863-crore/ @reliancejio @RelianceDigital","Jul 21, 2023 · 7:24 PM UTC",0,0
6,https://twitter.com/alkeshthakkar/status/1682469312249094157#m,#RELIANCE  RELIANCE INDUSTRIES RESULT,"Jul 21, 2023 · 7:15 PM UTC",1,0
7,https://twitter.com/sweetthoughts70/status/1682468776183472128#m,#Reliance #GDR has been falling since last 2 days …. Today’s third day 😭😭   #Nifty #banknifty,"Jul 21, 2023 · 7:13 PM UTC",4,1
8,https://twitter.com/TechStoryin/status/1682468585963225090#m,Jio Financial Services Valued at 20 Billion ❗ https://ow.ly/KNCZ50Pixip #jio #jioindia #reliance #reliancejio #valuation #ambani #mukeshambani #businessman #business #businessnews #dailynews,"Jul 21, 2023 · 7:12 PM UTC",0,0
9,https://twitter.com/getblinkx/status/1682468569186197505#m,"Reliance Industries (RIL) reported a year-on-year (YoY) drop of 11% in the consolidated net profit for the quarter ended June 2023 to Rs 16,011 crore. Check out this video for more details  #reliance #relianceresults #results #markets #stocks #investor #trader #earning #dividend #blinkX #getblinkX","Jul 21, 2023 · 7:12 PM UTC",70,0
10,https://twitter.com/WeCommoners/status/1682464801170006016#m,"#Bhakts eat and drink WhatsApp content day and night, fake news and misinformation is fed to them as needed.  World's cheapest internet services, #reliance wins.  Ye Govmit biki hui hain 😅","Jul 21, 2023 · 6:57 PM UTC",0,0
