,link,text,date,No_of_Likes,No_of_tweets
0,https://twitter.com/LegacyChurchABQ/status/1707898664214032530#m,We have to rely on God and remain resilient when going through tough seasons. 🧎  #resilience #reliance #withgod #hardtimes,"Sep 29, 2023 · 11:22 PM UTC",4,0
1,https://twitter.com/PABAT_Academy/status/1707816821288743259#m,#Recltd might manifest #buying #pressure near 283.30 & 272.00  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Sep 29, 2023 · 5:57 PM UTC",1,1
2,https://twitter.com/PABAT_Academy/status/1707816158697763035#m,#Colpal hit a low of 1982.80 and was advised to be sell at 2003.70. 👍👍👍👍👍  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Sep 29, 2023 · 5:54 PM UTC",1,0
3,https://twitter.com/PABAT_Academy/status/1707815618488213686#m,#Asianpaint hit a high of 3172.85 and was advised to be bought at 3148.20. 👍👍👍👍👍  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Sep 29, 2023 · 5:52 PM UTC",1,0
4,https://twitter.com/PABAT_Academy/status/1707814096857387161#m,#Bajajhldng hit a low of 7043.00 and was advised to be sell at 7126.80. 👍👍👍👍👍  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Sep 29, 2023 · 5:46 PM UTC",1,0
5,https://twitter.com/PABAT_Academy/status/1707813498020049331#m,#Reliance hit a high of 2369.10 and was advised to be bought at 2334.50. 👍👍👍👍👍  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Sep 29, 2023 · 5:44 PM UTC",1,0
6,https://twitter.com/PABAT_Academy/status/1707812952383041653#m,#Indigo hit a high of 2387.15 and was advised to be bought at 2365.70. 👍👍👍👍👍  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Sep 29, 2023 · 5:41 PM UTC",1,0
7,https://twitter.com/PABAT_Academy/status/1707812551583740244#m,#Bergerpaint hit a high of 577.45 and was advised to be bought at 570.95. 👍👍👍👍👍  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Sep 29, 2023 · 5:40 PM UTC",1,0
8,https://twitter.com/PABAT_Academy/status/1707811977643675992#m,#Apollohosp hit a high of 5186.95 and was advised to be bought at 5014.95. 👍👍👍👍👍  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Sep 29, 2023 · 5:37 PM UTC",1,0
9,https://twitter.com/PABAT_Academy/status/1707810883274158467#m,#Bataindia hit a high of 1626.85 and was advised to be bought at 1591.70. 👍👍👍👍👍  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Sep 29, 2023 · 5:33 PM UTC",1,0
10,https://twitter.com/upadhyayrjt/status/1707807708035035501#m,Who will win worst ever telecom network service ? 1. AIRTEL @airtelindia  2. JIO @reliancejio  3. BOTH  I think both telecom companies giving their best for worst internet service.  #jio #Reliance #Airtel,"Sep 29, 2023 · 5:21 PM UTC",1,1
11,https://twitter.com/sbn_co/status/1707806192171626948#m,Nifty - Technical Analysis - 3Oct'23  #Nifty #ADANIENT #ASIANPAINT #BAJAJFINSV #BHARTIARTL #BPCL #BRITANNIA #HCLTECH #HDFCBANK #HEROMOTOCO #HINDUNILVR #INFY #ITC #LT #MARUTI #NESTLEIND #NTPC #ONGC #POWERGRID #RELIANCE #SUNPHARMA #TATACONSUM #TATAMOTORS #TATASTEEL #TCS #TECHM,"Sep 29, 2023 · 5:15 PM UTC",0,0
12,https://twitter.com/abpmajhatv/status/1707801111757992323#m,एक महिन्यासाठी जिओ वायफाय मिळेल एकदम मोफत; 'या' पर्यायाचा करा वापर #RelianceJio #Jio #Reliance #JioWifi https://marathi.abplive.com/technology/jio-is-offering-free-wifi-for-30-days-with-jio-fiber-long-term-plans-know-about-it-1213839,"Sep 29, 2023 · 4:54 PM UTC",7,1
13,https://twitter.com/VisheshGyaan/status/1707799608213033410#m,Most Valuable Listed Companies in #India #Reliance- ₹15.9LCr. #TCS- ₹12.9LCr. #HDFCBank- ₹11.6LCr. #ICICIBank- ₹6.7LCr. #Infosys- ₹5.9LCr. #HUL- ₹5.8LCr. #ITC- ₹5.5LCr. #Airtel- ₹5.4LCr. #SBI- ₹5.3LCr. #BajajFin- ₹4.7LCr. #LT- ₹4.2LCr. #LIC- ₹4.1LCr. #Kotak- ₹3.5LCr,"Sep 29, 2023 · 4:48 PM UTC",2,0
14,https://twitter.com/AncientInvsting/status/1707797519651033442#m,"#Nifty 19,638.30 (+114.75)  #Sensex 65,828.41 (+320.09)  FII Sell : - 1,685.70 cr  DII Buy : + 2,751.49  cr  #StocksToBuy #sharemarket #HDFCBank #Reliance #TataSteel #TataMotors #SmallCaps #Midcap #stockmarketcrash #FIIs #DIIs #AncientInvesting","Sep 29, 2023 · 4:40 PM UTC",0,0
15,https://twitter.com/stockskibaat/status/1707788068839682240#m,"💣🔥#BREAKING NEWS: Government #Hikes #Windfall #Tax on Crude Oil, #Cuts Windfall Tax on #Exports of Diesel, #ATF  Big #negative news for #Reliance as it will be affect & drag d bottom line earnings. Other stocks to watch out for: #ONGC, #HPCL, #BPCL, #IOC  Get ready for Tuesday","Sep 29, 2023 · 4:02 PM UTC",1,0
16,https://twitter.com/FanclubDanish/status/1707780480584519814#m,#NTPC  check the levels. CMP 245 #Nifty #Banknifty #sharemarket #PAKvNZ #AsianGames2023 #PAKvsNZ #ICICIBank #HDFCBank #Reliance,"Sep 29, 2023 · 3:32 PM UTC",1,0
17,https://twitter.com/ab_sb_/status/1707773160542855183#m,"मार्कण्डेय पुराण (गीता प्रेस गोरखपुर से प्रकाशित पृष्ठ 237) में श्राद्ध के विषय मे एक कथा का वर्णन मिलता है जिसमें रूची नामक एक ऋषि को अपने चार पूर्वज जो शास्त्र विरुद्ध साधना करके पितर बने हुए थे तथा कष्ट भोग रहे थे, दिखाई दिए। “पितरों ने कहा कि बेटा #Reliance","Sep 29, 2023 · 3:03 PM UTC",1,0
18,https://twitter.com/Shivanishrma83/status/1707770384723149268#m,Our performance this week 25th  to 29th SEP  in free telegram channel   #OPTIONTRADING #BANKNIFTY  44600CE  310 - 450  #RELIANCE 2320CE  81.50 - 89 #BANKNIFTY  44200CE 310 - 500 #NIFTY 19800PE 151 - 245 #BANKNIFTY 44500CE 340 - 382  #CASH #BODAL CHEMICALS:- 79 - 84 #SIGACHI :- 400 - 410 #NH :- 1071 - 1103  Telegram link👇  t.me/rsbanknifty0595,"Sep 29, 2023 · 2:52 PM UTC",97,2
19,https://twitter.com/ubale_sushant/status/1707769120694186244#m,I'm unable to use 5g on my one plus 11r  even I have 5g enable device and 5g network in area #jio #Reliance @reliancejio,"Sep 29, 2023 · 2:47 PM UTC",0,1
20,https://twitter.com/AncientStock/status/1707765918582112338#m,Fast Track to Stocks: Nifty & BankNifty Insights in 60 Seconds - 03.10.2023   #NIFTY #BANKNIFTY #ADANIENT #LUPIN #RELIANCE #SBIN #TECHM #TVSMOTOR #UPL https://youtu.be/bNlm08pjIdM  Just Connect With Us  https://ancientstock.carrd.co/ 👈🏻,"Sep 29, 2023 · 2:34 PM UTC",0,0
21,https://twitter.com/ShobhitRastogi_/status/1707764036019143112#m,#JIOHunt #JION #jio #Reliance #myjio @JioCare @reliancejio @AmbaniHu @TelecomTalk,"Sep 29, 2023 · 2:27 PM UTC",1,1
22,https://twitter.com/hardiknow/status/1707746945882829269#m,All the money in the world yet @reliancejio @JioCinema can’t make a decent app! #reliance #jio  Error 8015 can’t play a single video! Horrible,"Sep 29, 2023 · 1:19 PM UTC",0,1
23,https://twitter.com/Deepakbiswal22/status/1707746149531365692#m,Updated chart of #Reliance #NiftyFifty,"Sep 29, 2023 · 1:16 PM UTC",0,0
24,https://twitter.com/DalRoti_Tech/status/1707741922888974384#m,Which are the banks participating in #BANKEX ? #Nifty #BankNifty #Reliance #HDFCBank #SBIN  Join our Channel for More Details  Telegram: https://t.me/DaalRotiAlgo WhatsApp : https://whatsapp.com/channel/0029Va5ZoI30lwgj1pZyAT1K,"Sep 29, 2023 · 12:59 PM UTC",1,0
25,https://twitter.com/Rahul_Saraoge/status/1707739576565928386#m,Unlocking the potential of Reliance.🔐 Discover the hidden gems in today's market with his expert advice.💰 Visit us at rahulsaraoge.com for more. #rahulsaraoge #Reliance #stockmarketeducation #fundamental #WealthBuilding #stock #technical #charts #stockmarket #nifty50,"Sep 29, 2023 · 12:50 PM UTC",1,0
26,https://twitter.com/JD_TheTrader/status/1707735401878770154#m,"Today's Profit Rs 70,100 From Option Buying https://t.me/banknifty_JD Join our Telegram Channel #ntpc #auropharma #industower #piind #apollotyre #crompton #biocon #exideind #nifty #banknifty #midcpnifty #finnifty #sensex #itc #tatamotors #reliance #vedl #glenmark #optionbuying","Sep 29, 2023 · 12:33 PM UTC",1,0
27,https://twitter.com/Anujology/status/1707732761971478580#m,#vedanta #vedl kuch toh chal raha tha tabhi accumulation ho raha tha :)   ab toh aur zyda tezi se hoga   burning midnight oil and researching things really helps    aisa hi kuch #RELIANCE  mein bhi chal raha hain .. and i have  posted the same ...   #Demerger #anujology,"Sep 29, 2023 · 12:23 PM UTC",3,5
28,https://twitter.com/dhanamonline/status/1707728368240910418#m,എച്ച്.സി.എല്‍ ടെക് ആദ്യ 10ല്‍ ഇടപിടിച്ചപ്പോള്‍ എല്‍.ഐ.സി 11-ാം സ്ഥാനത്തേക്ക് പോയി. Read More : https://rb.gy/9jtde . . . . . #TCS #ValuableBrand #BusinessNews #KeralaNews #LatestNews #TataConsultancyService #HDFCBank #Infosys #HCLTech #Reliance,"Sep 29, 2023 · 12:05 PM UTC",0,0
29,https://twitter.com/Vikashk23771080/status/1707719115669225853#m,Sir/Mam I am student not financial system will good to complete my study I want any part time job to complete my study plz help any company and any Bussiness man help me plz #Anandmahindra #AkashAmdani #Apple #Reliance #Tata #Adani #Google #Microsoft #HindustanTimes,"Sep 29, 2023 · 11:28 AM UTC",0,0
30,https://twitter.com/RajeevTraders/status/1707718878615490892#m,https://youtu.be/gOPSw1uPuOM telegram.me/+hhw9zkQpBxM1MDg……………………………………………………  #Nifty50 #banknifty 3rd Oct Tuesday   #JacksonHole #OptionsTrading #investing #Daytrader #BULLISH #bearish #HindenburgReport #livenifty #livebanknifty #itc #G20Summit2023 #hdfcbank #reliance,"Sep 29, 2023 · 11:28 AM UTC",0,0
31,https://twitter.com/MoneycontrolH/status/1707716907993030837#m,"#jio - Jio का खास प्लान, सिर्फ 231 रुपये मंथली खर्च वाले प्लान के साथ पाएं 504GB डेटा और फ्री कॉल्स  #jioplan #rechargeplans #telecom #reliance #moneycontrol https://hindi.moneycontrol.com/news/your-money/reliance-jio-monthly-of-rupees-2545-gives-11-month-validity-with-504gb-data-check-details-1514991.html","Sep 29, 2023 · 11:20 AM UTC",9,0
32,https://twitter.com/Power_of_SMT/status/1707711826656624787#m,"Today's Profit- 45,500/-🟢 #BankNiftyOptions #Nifty #StockMarket #trading #SalaarCeaseFire #sharemarket #reliance #Adani #OptionsTrading Banknifty Analysis- 45,500/- Profit | Intraday Trading | Options Buying ... https://youtu.be/HMLySCHO7q4?si=KzOMmsxYKuW9IWYD via @YouTube","Sep 29, 2023 · 11:00 AM UTC",0,0
33,https://twitter.com/Mohitji8979/status/1707710849941754215#m,"@JioFiberVoice @JioCare @JioFiberChennai It has been more than a week since i raised my service request SR00001R0QMF but till now no resolution has been provided. Pathetic service, regret switching from @airtelindia #jio #jiofiber #reliance","Sep 29, 2023 · 10:56 AM UTC",0,1
34,https://twitter.com/DikshaDhanraj/status/1707707226247295275#m,"#Glenmark rallied 10%,   Top Trades : https://www.streetwhacks.com/symbol/trades?AlgoTrend=Intraday&SymbolName=glenmark&TradeDate=2023-09-29T15:29:57Z #Streetwhacks Trading  #stocks #markets #investing #trading #Nifty #banknifty #GIFTNIFTY #OptionsTrading #stockmarkets #StocksToBuy #HDFCBank #Optionselling #Sensex #Reliance #ITC #ICICIBank #optionbuying #zerodha","Sep 29, 2023 · 10:41 AM UTC",3,0
35,https://twitter.com/TradingMystique/status/1707707099810316674#m,#Reliance,"Sep 29, 2023 · 10:41 AM UTC",0,0
36,https://twitter.com/BE_Bazaar/status/1707700361065058747#m,#MarketUpdate #Sensex की शानदार तेजी में इन शेयरों ने निभाई अहम भूमिका👇 #ICICIBANK #NTPC #RELIANCE #SBIN #TATAMOTORS #StocksToBuy #StockMarket #NSE #BSE #Bazaar #BharatExpressBazaar,"Sep 29, 2023 · 10:14 AM UTC",3,0
37,https://twitter.com/bshindinews/status/1707700083989545344#m,"Google के पूर्व मैनेजर किरण मणि को CEO नियुक्त करेगी JioCinema, अंबानी की टीवी कंपनी की बढ़ेगी स्ट्रीमिंग #Google #JioCinema #Reliance #Viacom18 #KiranMani #TVStreaming #RelianceJio #JioCinemaCEO https://hindi.business-standard.com/companies/jiocinema-will-appoint-former-google-manager-kiran-mani-as-ceo-streaming-of-ambanis-tv-company-will-increase","Sep 29, 2023 · 10:13 AM UTC",0,0
38,https://twitter.com/PermeEr/status/1707699503267193226#m,"Jio fiber postpaid 1 GBPS, pasighat, what a scam by the company, I pay almost 5k month for my internet bill, and I get this, I think reliance needs to lower there fee. #jiofiber #reliance @JioCare @reliancejio","Sep 29, 2023 · 10:11 AM UTC",2,3
