,link,text,date,No_of_Likes,No_of_tweets
0,https://twitter.com/eyebulls22/status/1711475453914182087#m,#reliance buying visible,"Oct 9, 2023 · 8:15 PM UTC",0,0
1,https://twitter.com/trading_doctor_/status/1711457034955362799#m,Will look for A trade in Reliance near 2260 - 2280 Zone  Expecting a Short Bounce  Cmp 2298  #reliance #nifty #banknifty #trading,"Oct 9, 2023 · 7:02 PM UTC",3,0
2,https://twitter.com/PABAT_Academy/status/1711452864231727189#m,#Voltas might manifest #Selling #pressure near 856.00  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 9, 2023 · 6:45 PM UTC",1,0
3,https://twitter.com/PABAT_Academy/status/1711452490913415231#m,#Voltas might manifest #Buying #pressure near 831.00  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 9, 2023 · 6:44 PM UTC",1,0
4,https://twitter.com/PABAT_Academy/status/1711451965925056593#m,#Heromotoco might manifest #Buying #pressure near 2900.35  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 9, 2023 · 6:42 PM UTC",1,0
5,https://twitter.com/PABAT_Academy/status/1711449297701790115#m,#Reliance might manifest #Selling #pressure near 2300.85  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 9, 2023 · 6:31 PM UTC",1,0
6,https://twitter.com/PABAT_Academy/status/1711448099699425786#m,#Reliance might manifest #Buying #pressure near 2270.00  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 9, 2023 · 6:26 PM UTC",1,0
7,https://twitter.com/PABAT_Academy/status/1711447614846362106#m,#PDSL might manifest #selling #pressure near 479.15  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 9, 2023 · 6:24 PM UTC",1,0
8,https://twitter.com/PABAT_Academy/status/1711447181377626362#m,#Godrejagro might manifest #Buying #pressure near 462.25  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 9, 2023 · 6:22 PM UTC",1,0
9,https://twitter.com/PABAT_Academy/status/1711446836039516327#m,#VHL might manifest #selling #pressure near 3002.45  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 9, 2023 · 6:21 PM UTC",1,0
10,https://twitter.com/PABAT_Academy/status/1711446607018025269#m,#VHL might manifest #Buying #pressure near 2914.35  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 9, 2023 · 6:20 PM UTC",1,0
11,https://twitter.com/PABAT_Academy/status/1711446210094170311#m,#Ofss might manifest #Buying #pressure near 4028.90  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 9, 2023 · 6:19 PM UTC",1,0
12,https://twitter.com/GreatIndianRosh/status/1711424369564713386#m,5G is here.  Reached south of moon. AI reaching AGI. Still can't make a decent phone call. #jio #Reliance #airtel,"Oct 9, 2023 · 4:52 PM UTC",3,1
13,https://twitter.com/sgxniftyorg/status/1711423474013790648#m,Medium term view for Nifty. Beware of VIX.   #Nifty #nifty50 #niftyOptions #NiftyMidcap #sgxnifty #GIFTNIFTY #reliance #hdfc #ICICIBank https://www.sgxgiftnifty.in/?resourceId=%2F&commentId=50306e9a-df46-4df4-b548-340721fd4999,"Oct 9, 2023 · 4:48 PM UTC",0,0
14,https://twitter.com/AncientInvsting/status/1711421366472515919#m,"#Nifty 19,512.35 (-141.15)  #Sensex 65,512.39 (-483.24)  FII Sell : - 997.76 cr  DII Buy : + 2,661.27  cr  #StocksToBuy #Vedanta #StocksInFocus #HDFCBank #Reliance #TataSteel #TataMotors #sharemarketindia #FIIs #DIIs #AncientInvesting","Oct 9, 2023 · 4:40 PM UTC",0,0
15,https://twitter.com/powerofstocking/status/1711420283666452608#m,🔔 Today we suggested #Reliance 2300 PE on Telegram channel. 👉🏻15% Returns in 30 Minutes💸 👉🏻Join Genuine Telegram channel for Options Trading👇🏻 https://t.me/powerofstockings #Nifty #Banknifty #Stock #Market #Profit #Market #nifty50 #ril,"Oct 9, 2023 · 4:36 PM UTC",0,0
16,https://twitter.com/sivanakshatrah/status/1711419432021770354#m,"#Reliance #priceaction #trading   Reliance reaching it's important Junction - 2237 Levels. Expecting bounce from here.   Breakout of weekly uptrend line, if it's happens it will reach next support and Nifty also get impact.","Oct 9, 2023 · 4:32 PM UTC",4,0
17,https://twitter.com/udaybommineni/status/1711419125850104112#m,My levels to accumulate #Reliance if market falls due to #IsraelPalestineWar #IsraelAtWar #Israle #Palestine #PalestineUnderAttack #Israel_under_attack     Level 1 - 2100-2200 Level 2 - 1850-1950,"Oct 9, 2023 · 4:31 PM UTC",1,0
18,https://twitter.com/sbn_co/status/1711412823346356386#m,Nifty - Technical Analysis - 10 Oct'23  #Nifty #ADANIENT #ASIANPAINT #BAJAJFINSV #BHARTIARTL #BPCL #BRITANNIA #HCLTECH #HDFCBANK #HEROMOTOCO #HINDUNILVR #INFY #ITC #LT #MARUTI #NESTLEIND #NTPC #ONGC #POWERGRID #RELIANCE #SUNPHARMA #TATACONSUM #TATAMOTORS #TATASTEEL #TCS #TECHM,"Oct 9, 2023 · 4:06 PM UTC",0,0
19,https://twitter.com/tamil_nifty/status/1711411920417456464#m,இவ்வளவுதானா war impact - Nifty 1% Below volatility - BankNifty அடுத்த Support 10-Oct-2023  https://invidious.projectsegfau.lt/5EpHn0zy6lM?si=4BfdhiB6mvEPxayt #Nifty #banknifty #gold #ITC #NIFTYIT #TCS #target #niftytomorrow #Volatility #closingdown #SlowAndSteady #bullmarket #bearmarket #Reliance #resistance #HDFCBank,"Oct 9, 2023 · 4:02 PM UTC",0,0
20,https://twitter.com/ashoksharma81/status/1711408618443350401#m,Sold at open at 3.50 Bought back at 2.50 in panic market today   Our cost now : 1  Target : 18  Any Query: WhatsApp : 9437024967  #intradaytrading #GIFTNIFTY #ongc #trading #nifty #banknifty #adani #zomato #Indiabulls #Reliance #hdfcbank #bhel #DeltaCorp #mcx #INDvAUS #Israel,"Oct 9, 2023 · 3:49 PM UTC",0,0
21,https://twitter.com/ashoksharma81/status/1711405719264842074#m,Bought at 26 in panic market today   Any Query: WhatsApp : 9437024967  #intradaytrading #GIFTNIFTY #ongc #trading #nifty #banknifty #adani #zomato #Indiabulls #Reliance #hdfcbank #bhel #DeltaCorp #mcx #INDvAUS #Gaza #Israel #Hamas,"Oct 9, 2023 · 3:38 PM UTC",1,0
22,https://twitter.com/ImSanjeev_07/status/1711404254878200266#m,🚨 #IsraelWAR 🔴|| #NIFTY & #BANKNIFTY VIEW 😳| #AxisBank | #VOLTAS | #AngelOne (2040) | #GLENMARK | #Reliance #ufomoviez #SANGHIINDUSTRIES #ABFRL #SHAREMARKET #IsraelHamasWar #STOCKMARKET #HDFCBANK #ICICIBANK #INDUSINDBANK #Biden  VIDEO LINK 👇👇 https://invidious.projectsegfau.lt/6ADQvZujcpM,"Oct 9, 2023 · 3:32 PM UTC",0,0
23,https://twitter.com/gurukul_stock/status/1711404126893129902#m,🚨 #IsraelWAR 🔴|| #NIFTY & #BANKNIFTY VIEW 😳| #AxisBank | #VOLTAS | #AngelOne (2040) | #GLENMARK | #RELIANCE #ufomoviez #SANGHIINDUSTRIES #ABFRL #SHAREMARKET #IsraelHamasWar #STOCKMARKET #HDFCBANK #ICICIBANK #INDUSINDBANK #Biden  VIDEO LINK 👇👇  https://invidious.projectsegfau.lt/6ADQvZujcpM,"Oct 9, 2023 · 3:31 PM UTC",1,0
24,https://twitter.com/ravibhaumiriya/status/1711400251008201124#m,#Reliance   Reliance Retail aims at 2025 IPO after valuation jump https://www.rediff.com/money/report/reliance-retail-aims-at-2025-ipo-after-valuation-jump/20231005.htm,"Oct 9, 2023 · 3:16 PM UTC",0,0
25,https://twitter.com/keshwani_aryan/status/1711399028590842216#m,Participant wise F&O Activity on 09-Oct-23.  Read the detailed F&O position change analysis as attached below 👇.  #nifty50 #StocksToBuy #banknifty #ApolloTyres #AdaniGroup #TCS #Reliance #stockmarkets #NiftyBank #StockMarketindia #HDFCBank #Nifty #StocksInFocus,"Oct 9, 2023 · 3:11 PM UTC",3,0
26,https://twitter.com/AkashMAmbani/status/1711397480640970846#m,Olympic Sports Revolution is beginning in India. #IOC & Rf shall provide Olympic Value Education to Millions of Students & sportsperson in India.  Thanks to Nita Mukesh Ambani  #nitamabani #Reliance #RFYouthSports #Olympic,"Oct 9, 2023 · 3:05 PM UTC",145,0
27,https://twitter.com/Urvashi57Sharma/status/1711397191758278785#m,"Nita Mukesh Ambani is now on forefront of Olympic Movement in India, with her new initiative with IOC, Reliance Foundation is going to provide Olympic Value Education to Millions of Students in India  #nitamabani #Reliance #RFYouthSports #Olympic","Oct 9, 2023 · 3:04 PM UTC",149,0
28,https://twitter.com/PABAT_Academy/status/1711396265865642001#m,#Nifty hit a high of 588.95 and was advised to be bought at 19566.15. 👍👍👍👍👍  #GANN #Nifty #Banknifty #StockMarket #Reliance #RelianceJio #AdaniGroup #adaniports #adani,"Oct 9, 2023 · 3:00 PM UTC",1,0
